target,method,coverage,retained_growth_group_count,mae,median_absolute_error,pearson_r,retained_growth_run_ids
Rq_nm,M14d_r3d_causal_temporal,0.5217391304347826,12,1.2860818389027298,1.0233901242148409,-0.2215199425543344,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101
Rq_nm,M14e_multiview_curated20_r3d80,1.0,23,1.4947259897420282,1.210423358934575,0.5932883152565289,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082;6063;6085;6095;6080;6072;6090;6094;6099;6022
Rq_nm,M14e_multiview_curated20_r3d80,0.9130434782608695,21,1.3867059193304736,1.210423358934575,0.4183849101776009,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082;6063;6085;6095;6080;6072;6090;6094
Rq_nm,M14e_multiview_curated20_r3d80,0.8260869565217391,19,1.4198290353702063,1.210423358934575,0.44467410875568036,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082;6063;6085;6095;6080;6072
Rq_nm,M14e_multiview_curated20_r3d80,0.7391304347826086,17,1.4135268932243086,1.210423358934575,0.45173904280537136,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082;6063;6085;6095
Rq_nm,M14e_multiview_curated20_r3d80,0.6086956521739131,14,1.0894760505103263,0.7998641442847361,-0.025128110907862045,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082
Rq_nm,M14e_multiview_curated20_r3d80,0.5217391304347826,12,1.0971426524165362,0.7998641442847361,0.040637124100267985,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101
Rq_nm,M14f_multiview_curated40_r3d60,1.0,23,1.4612446385708133,1.2655673538627283,0.5653160584897815,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082;6063;6095;6085;6080;6072;6094;6090;6099;6022
Rq_nm,M14f_multiview_curated40_r3d60,0.9130434782608695,21,1.3002697156739504,1.1693572391890878,0.46177534441535656,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082;6063;6095;6085;6080;6072;6094;6090
Rq_nm,M14f_multiview_curated40_r3d60,0.8260869565217391,19,1.3177910277301847,1.1693572391890878,0.5233860668550872,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082;6063;6095;6085;6080;6072
Rq_nm,M14f_multiview_curated40_r3d60,0.7391304347826086,17,1.3025415396330466,1.1693572391890878,0.532889354557637,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082;6063;6095;6085
Rq_nm,M14f_multiview_curated40_r3d60,0.6086956521739131,14,0.9412586099854312,0.7033944734571362,0.24686372511281932,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082
Rq_nm,M14f_multiview_curated40_r3d60,0.5217391304347826,12,0.9684847970916737,0.7033944734571362,0.2931361570346953,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101
Rq_nm,M14g_multiview_curated60_r3d40,1.0,23,1.4655696000763268,1.1910191806031225,0.5093670304120775,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082;6095;6063;6085;6080;6072;6094;6090;6099;6022
Rq_nm,M14g_multiview_curated60_r3d40,0.9130434782608695,21,1.2604900583992402,1.1288068112728586,0.48231262344370524,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082;6095;6063;6085;6080;6072;6094;6090
Rq_nm,M14g_multiview_curated60_r3d40,0.8260869565217391,19,1.2660758555132412,1.1288068112728586,0.5622551479802766,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082;6095;6063;6085;6080;6072
Rq_nm,M14g_multiview_curated60_r3d40,0.7391304347826086,17,1.2479422367601216,1.1288068112728586,0.5710221246691127,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082;6095;6063;6085
Rq_nm,M14g_multiview_curated60_r3d40,0.6086956521739131,14,0.8620534334377943,0.8329099562992932,0.455803994754749,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082
Rq_nm,M14g_multiview_curated60_r3d40,0.5217391304347826,12,0.8915156259718864,0.8329099562992932,0.4763123249594844,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101
Rq_nm,M14h_nested_support_aware_selector,1.0,23,1.7655339167886244,1.1922228629410065,0.27485849514911725,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082;6095;6063;6085;6080;6072;6094;6099;6090;6022
Rq_nm,M14h_nested_support_aware_selector,0.9130434782608695,21,1.7639761529377962,1.1693572391890878,0.31226924397971423,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082;6095;6063;6085;6080;6072;6094;6099
Rq_nm,M14h_nested_support_aware_selector,0.8260869565217391,19,1.5425630388602887,1.1693572391890878,0.3535772030528317,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082;6095;6063;6085;6080;6072
Rq_nm,M14h_nested_support_aware_selector,0.7391304347826086,17,1.5625472850180688,1.1693572391890878,0.3443813207802033,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082;6095;6063;6085
Rq_nm,M14h_nested_support_aware_selector,0.6086956521739131,14,1.2067404923697267,0.9609099498743839,-0.048473414389600566,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101;6047;6082
Rq_nm,M14h_nested_support_aware_selector,0.5217391304347826,12,1.2718055827523813,1.0716295392856678,-0.10488185712989459,6028;6029;6033;6048;6056;6057;6062;6070;6078;6081;6084;6101
